OrderID,Date,ProductID,StoreID,ChannelID,UnitsSold,GrossRevenue,DiscountAmount,NetRevenue,TotalCost
ORD108668,2024-12-09,P1154,S116,C2,6,1203.12,0.0,1203.12,774.84
ORD108669,2023-02-06,P1141,S129,C2,1,192.52,19.25,173.27,110.48
ORD108670,2024-12-08,P1144,S114,C2,4,322.72,16.14,306.58,245.52
ORD108671,2023-06-18,P1098,S108,C2,3,92.91,0.0,92.91,73.86
ORD108672,2023-01-27,P1031,S114,C2,3,81.39,0.0,81.39,59.97
ORD108673,2024-07-08,P1023,S114,C1,1,1390.69,278.14,1112.55,848.19
ORD108674,2023-10-07,P1044,S108,C1,5,280.5,0.0,280.5,150.9
ORD108675,2023-08-02,P1105,S124,C1,3,30.99,1.55,29.44,19.95
ORD108676,2024-07-09,P1059,S118,C3,8,5052.48,0.0,5052.48,2854.64
ORD108677,2023-09-01,P1105,S111,C2,1,10.33,0.52,9.81,6.65
ORD108678,2024-07-04,P1141,S113,C1,2,385.04,57.76,327.28,220.96
ORD108679,2023-05-23,P1054,S111,C3,3,1778.85,0.0,1778.85,953.85
ORD108680,2023-03-04,P1149,S113,C1,2,126.14,0.0,126.14,69.58
ORD108681,2023-08-26,P1082,S115,C2,1,13.73,0.0,13.73,7.55
ORD108682,2024-03-21,P1129,S111,C2,2,143.1,7.16,135.94,95.18
ORD108683,2023-06-14,P1010,S125,C2,1,678.88,101.83,577.05,536.77
ORD108684,2023-04-15,P1045,S129,C1,3,302.67,30.27,272.4,160.05
ORD108685,2024-07-01,P1149,S114,C2,2,126.14,12.61,113.53,69.58
ORD108686,2023-12-27,P1142,S121,C1,4,982.68,0.0,982.68,581.52
ORD108687,2023-11-12,P1092,S129,C2,7,237.72,47.54,190.18,144.9
ORD108688,2023-06-25,P1006,S106,C2,3,3156.42,473.46,2682.96,2287.35
ORD108689,2023-01-13,P1010,S106,C2,3,2036.64,0.0,2036.64,1610.31
ORD108690,2023-02-08,P1068,S103,C2,3,1356.87,0.0,1356.87,1029.3
ORD108691,2024-05-13,P1144,S113,C3,4,322.72,32.27,290.45,245.52
ORD108692,2023-02-28,P1061,S111,C2,1,34.53,0.0,34.53,25.58
ORD108693,2023-06-30,P1142,S116,C1,1,245.67,12.28,233.39,145.38
ORD108694,2024-10-27,P1086,S113,C3,6,29.46,1.47,27.99,20.34
ORD108695,2023-09-09,P1022,S106,C2,4,4262.72,0.0,4262.72,3250.52
ORD108696,2024-06-28,P1090,S112,C2,2,53.14,0.0,53.14,32.52
ORD108697,2023-09-08,P1059,S101,C1,3,1894.68,0.0,1894.68,1070.49
ORD108698,2024-11-12,P1037,S115,C3,9,568.26,0.0,568.26,379.62
ORD108699,2024-08-23,P1109,S108,C2,2,129.58,12.96,116.62,93.6
ORD108700,2023-12-10,P1033,S104,C2,9,623.79,0.0,623.79,444.33
ORD108701,2024-05-15,P1145,S103,C1,1,34.49,5.17,29.32,23.26
ORD108702,2023-10-30,P1129,S121,C1,3,214.65,32.2,182.45,142.77
ORD108703,2024-11-21,P1126,S108,C3,6,258.54,0.0,258.54,140.28
ORD108704,2023-09-19,P1013,S119,C2,4,4444.4,444.44,3999.96,2874.32
ORD108705,2024-09-03,P1154,S125,C2,2,401.04,40.1,360.94,258.28
ORD108706,2024-03-26,P1079,S114,C2,2,49.36,7.4,41.96,31.38
ORD108707,2024-04-15,P1118,S105,C1,4,257.24,0.0,257.24,165.2
ORD108708,2023-09-14,P1031,S118,C2,2,54.26,5.43,48.83,39.98
ORD108709,2024-08-31,P1123,S103,C3,5,106.6,5.33,101.27,63.15
ORD108710,2024-06-29,P1052,S125,C1,2,266.28,26.63,239.65,155.58
ORD108711,2024-08-18,P1114,S123,C2,1,48.79,7.32,41.47,30.58
ORD108712,2024-08-08,P1045,S112,C2,2,201.78,30.27,171.51,106.7
ORD108713,2023-04-26,P1150,S108,C2,1,152.2,30.44,121.76,103.96
ORD108714,2024-10-02,P1114,S121,C3,8,390.32,0.0,390.32,244.64
ORD108715,2024-09-07,P1073,S116,C2,8,2501.92,250.19,2251.73,1648.72
ORD108716,2023-06-27,P1073,S105,C3,3,938.22,0.0,938.22,618.27
ORD108717,2024-12-18,P1001,S123,C2,5,3873.0,0.0,3873.0,2199.4
ORD108718,2024-01-21,P1048,S111,C1,6,313.92,0.0,313.92,187.68
ORD108719,2023-08-24,P1127,S127,C3,5,363.05,18.15,344.9,234.7
ORD108720,2023-06-13,P1134,S125,C2,1,301.39,0.0,301.39,224.33
ORD108721,2023-09-24,P1160,S108,C1,6,1142.22,0.0,1142.22,643.2
ORD108722,2023-01-28,P1014,S108,C1,5,2532.7,0.0,2532.7,1654.4
ORD108723,2024-05-19,P1041,S112,C1,6,724.92,0.0,724.92,439.2
ORD108724,2024-06-01,P1123,S125,C2,7,149.24,7.46,141.78,88.41
ORD108725,2024-05-03,P1058,S105,C3,6,2460.24,0.0,2460.24,1607.52
ORD108726,2024-02-06,P1040,S110,C2,2,239.06,0.0,239.06,135.02
ORD108727,2023-09-23,P1046,S119,C2,4,120.16,0.0,120.16,70.88
ORD108728,2024-06-13,P1147,S102,C3,4,124.52,0.0,124.52,82.4
ORD108729,2024-09-28,P1138,S103,C2,3,214.05,0.0,214.05,156.93
ORD108730,2023-03-06,P1001,S123,C2,2,1549.2,0.0,1549.2,879.76
ORD108731,2023-10-07,P1135,S114,C1,4,62.12,0.0,62.12,40.48
ORD108732,2024-12-28,P1090,S116,C2,5,132.85,6.64,126.21,81.3
ORD108733,2024-09-22,P1136,S108,C2,5,1660.7,83.04,1577.66,1037.75
ORD108734,2024-12-27,P1100,S115,C3,8,153.28,7.66,145.62,102.48
ORD108735,2023-05-14,P1111,S115,C1,5,240.95,24.1,216.85,171.0
ORD108736,2023-12-06,P1093,S113,C1,3,10.95,0.0,10.95,8.07
ORD108737,2023-04-06,P1118,S130,C1,3,192.93,0.0,192.93,123.9
ORD108738,2024-09-25,P1131,S102,C2,2,154.94,23.24,131.7,101.58
ORD108739,2024-01-15,P1082,S113,C1,1,13.73,1.37,12.36,7.55
ORD108740,2023-06-28,P1018,S125,C2,1,816.25,0.0,816.25,506.95
ORD108741,2023-03-08,P1015,S106,C2,3,2471.01,247.1,2223.91,1838.61
ORD108742,2024-06-23,P1067,S129,C2,2,536.14,53.61,482.53,297.22
ORD108743,2024-08-16,P1076,S113,C1,1,394.94,0.0,394.94,215.56
ORD108744,2024-10-04,P1139,S105,C1,3,569.1,0.0,569.1,312.9
ORD108745,2024-12-11,P1006,S104,C2,4,4208.56,420.86,3787.7,3049.8
ORD108746,2024-08-18,P1143,S110,C2,2,382.98,0.0,382.98,245.58
ORD108747,2024-07-28,P1009,S128,C1,1,627.77,0.0,627.77,438.11
ORD108748,2024-08-16,P1080,S129,C2,2,37.86,0.0,37.86,24.86
ORD108749,2024-12-31,P1068,S116,C3,6,2713.74,271.37,2442.37,2058.6
ORD108750,2023-12-05,P1090,S105,C1,5,132.85,0.0,132.85,81.3
ORD108751,2024-07-08,P1007,S113,C2,1,972.5,97.25,875.25,725.28
ORD108752,2024-08-22,P1123,S113,C2,1,21.32,3.2,18.12,12.63
ORD108753,2023-03-27,P1022,S108,C2,1,1065.68,213.14,852.54,812.63
ORD108754,2024-05-19,P1125,S103,C2,3,245.25,0.0,245.25,159.39
ORD108755,2023-09-05,P1091,S111,C2,2,16.26,0.0,16.26,11.48
ORD108756,2023-04-07,P1143,S111,C3,3,574.47,0.0,574.47,368.37
ORD108757,2023-05-05,P1157,S121,C2,1,166.93,8.35,158.58,112.0
ORD108758,2023-03-25,P1136,S112,C2,3,996.42,0.0,996.42,622.65
ORD108759,2024-10-18,P1073,S101,C2,2,625.48,31.27,594.21,412.18
ORD108760,2024-07-18,P1067,S101,C1,3,804.21,40.21,764.0,445.83
ORD108761,2023-03-16,P1107,S120,C1,1,12.96,0.65,12.31,8.95
ORD108762,2024-04-02,P1104,S119,C1,2,49.98,2.5,47.48,35.48
ORD108763,2024-04-27,P1127,S105,C2,4,290.44,43.57,246.87,187.76
ORD108764,2024-01-15,P1078,S126,C2,5,155.85,23.38,132.47,102.85
ORD108765,2024-03-19,P1075,S119,C2,2,978.56,0.0,978.56,697.74
ORD108766,2024-10-25,P1019,S105,C3,5,5824.45,291.22,5533.23,3156.2
ORD108767,2024-01-15,P1028,S108,C1,4,446.52,44.65,401.87,338.04
ORD108768,2024-04-27,P1132,S130,C2,5,393.35,0.0,393.35,299.85
ORD108769,2024-02-22,P1159,S112,C2,2,60.84,3.04,57.8,39.24
ORD108770,2023-10-17,P1097,S108,C2,4,47.24,2.36,44.88,31.32
ORD108771,2024-10-13,P1056,S114,C3,2,412.16,41.22,370.94,271.58
ORD108772,2023-10-30,P1010,S106,C2,4,2715.52,0.0,2715.52,2147.08
ORD108773,2024-08-07,P1007,S124,C3,6,5835.0,0.0,5835.0,4351.68
ORD108774,2024-03-18,P1109,S124,C3,7,453.53,45.35,408.18,327.6
ORD108775,2024-05-15,P1103,S125,C3,5,88.65,4.43,84.22,57.05
ORD108776,2024-07-09,P1046,S118,C2,2,60.08,3.0,57.08,35.44
ORD108777,2024-06-21,P1031,S120,C2,2,54.26,2.71,51.55,39.98
ORD108778,2024-02-17,P1012,S110,C2,2,2034.96,305.24,1729.72,1193.66
ORD108779,2024-03-25,P1110,S126,C1,2,45.88,9.18,36.7,29.74
ORD108780,2024-01-07,P1098,S105,C2,2,61.94,0.0,61.94,49.24
ORD108781,2023-09-05,P1054,S108,C1,5,2964.75,0.0,2964.75,1589.75
ORD108782,2024-06-15,P1118,S130,C1,4,257.24,51.45,205.79,165.2
ORD108783,2024-10-04,P1136,S130,C2,2,664.28,0.0,664.28,415.1
ORD108784,2024-05-30,P1083,S114,C2,4,81.6,0.0,81.6,48.32
ORD108785,2024-07-18,P1042,S114,C3,4,303.08,0.0,303.08,184.84
ORD108786,2024-08-29,P1001,S105,C1,2,1549.2,0.0,1549.2,879.76
ORD108787,2023-09-26,P1128,S119,C3,3,92.49,4.62,87.87,51.12
ORD108788,2023-02-15,P1093,S101,C2,3,10.95,1.1,9.85,8.07
ORD108789,2023-09-04,P1056,S110,C2,2,412.16,41.22,370.94,271.58
ORD108790,2024-07-05,P1002,S113,C1,1,628.01,0.0,628.01,449.32
ORD108791,2024-08-19,P1131,S127,C3,8,619.76,0.0,619.76,406.32
ORD108792,2024-01-11,P1149,S130,C1,7,441.49,66.22,375.27,243.53
ORD108793,2024-07-23,P1077,S130,C2,5,2459.2,0.0,2459.2,1721.35
ORD108794,2023-02-24,P1043,S124,C2,1,22.28,2.23,20.05,15.19
ORD108795,2024-04-15,P1100,S109,C2,1,19.16,0.0,19.16,12.81
ORD108796,2024-05-11,P1140,S102,C2,1,234.69,0.0,234.69,145.94
ORD108797,2024-01-07,P1094,S113,C3,4,106.52,21.3,85.22,62.64
ORD108798,2024-06-07,P1002,S109,C3,3,1884.03,0.0,1884.03,1347.96
ORD108799,2023-12-26,P1032,S119,C1,8,228.4,34.26,194.14,139.76
ORD108800,2024-01-18,P1016,S111,C2,3,1235.58,61.78,1173.8,659.67
ORD108801,2024-03-17,P1066,S127,C2,3,569.37,0.0,569.37,337.77
ORD108802,2024-08-03,P1073,S111,C3,8,2501.92,0.0,2501.92,1648.72
ORD108803,2023-07-01,P1086,S111,C2,4,19.64,1.96,17.68,13.56
ORD108804,2023-08-08,P1122,S123,C1,3,120.93,6.05,114.88,68.88
ORD108805,2023-11-03,P1018,S117,C2,5,4081.25,0.0,4081.25,2534.75
ORD108806,2023-05-28,P1151,S108,C2,3,417.3,20.86,396.44,278.94
ORD108807,2023-09-02,P1043,S120,C1,3,66.84,0.0,66.84,45.57
ORD108808,2023-09-14,P1084,S116,C1,6,41.28,4.13,37.15,26.04
ORD108809,2023-08-18,P1034,S104,C1,2,150.98,0.0,150.98,84.26
ORD108810,2023-10-27,P1057,S113,C2,5,273.35,13.67,259.68,168.5
ORD108811,2024-01-04,P1134,S128,C2,2,602.78,30.14,572.64,448.66
ORD108812,2024-05-23,P1008,S107,C2,1,675.0,33.75,641.25,466.3
ORD108813,2023-08-10,P1078,S113,C1,2,62.34,6.23,56.11,41.14
ORD108814,2024-09-10,P1094,S108,C2,2,53.26,0.0,53.26,31.32
ORD108815,2023-12-17,P1092,S115,C2,6,203.76,30.56,173.2,124.2
ORD108816,2024-06-10,P1061,S130,C2,2,69.06,3.45,65.61,51.16
ORD108817,2023-03-25,P1061,S110,C3,7,241.71,12.09,229.62,179.06
ORD108818,2023-05-08,P1146,S125,C3,6,373.62,0.0,373.62,226.08
ORD108819,2023-11-28,P1039,S125,C1,6,650.34,0.0,650.34,359.4
ORD108820,2023-09-25,P1077,S108,C3,9,4426.56,442.66,3983.9,3098.43
ORD108821,2023-12-29,P1059,S123,C3,7,4420.92,0.0,4420.92,2497.81
ORD108822,2023-04-26,P1123,S130,C3,2,42.64,2.13,40.51,25.26
ORD108823,2023-12-13,P1129,S130,C1,4,286.2,42.93,243.27,190.36
ORD108824,2024-05-16,P1136,S118,C3,3,996.42,0.0,996.42,622.65
ORD108825,2024-06-16,P1014,S105,C2,3,1519.62,75.98,1443.64,992.64
ORD108826,2023-07-01,P1016,S105,C1,3,1235.58,0.0,1235.58,659.67
ORD108827,2023-09-09,P1061,S108,C2,3,103.59,0.0,103.59,76.74
ORD108828,2024-01-20,P1071,S118,C2,1,666.3,66.63,599.67,386.02
ORD108829,2024-01-14,P1011,S111,C1,3,2061.12,0.0,2061.12,1376.22
ORD108830,2024-08-01,P1143,S121,C1,2,382.98,38.3,344.68,245.58
ORD108831,2023-10-13,P1144,S124,C2,4,322.72,0.0,322.72,245.52
ORD108832,2024-05-05,P1068,S106,C1,2,904.58,180.92,723.66,686.2
ORD108833,2024-10-08,P1124,S128,C1,4,111.0,22.2,88.8,76.12
ORD108834,2023-08-07,P1091,S103,C2,5,40.65,0.0,40.65,28.7
ORD108835,2024-08-24,P1106,S108,C3,5,79.9,4.0,75.9,55.45
ORD108836,2023-09-01,P1140,S125,C1,4,938.76,140.81,797.95,583.76
ORD108837,2023-09-02,P1015,S106,C2,1,823.67,41.18,782.49,612.87
ORD108838,2024-04-22,P1038,S107,C2,2,278.38,0.0,278.38,166.28
ORD108839,2024-03-30,P1069,S130,C3,4,917.2,0.0,917.2,595.08
ORD108840,2024-02-06,P1144,S128,C2,3,242.04,24.2,217.84,184.14
ORD108841,2023-06-19,P1095,S125,C3,7,318.78,0.0,318.78,173.88
ORD108842,2023-03-12,P1064,S105,C2,1,128.49,19.27,109.22,73.81
ORD108843,2024-10-26,P1005,S108,C1,6,2529.6,0.0,2529.6,1412.22
ORD108844,2024-09-30,P1095,S108,C2,1,45.54,0.0,45.54,24.84
ORD108845,2024-10-10,P1044,S106,C1,5,280.5,14.02,266.48,150.9
ORD108846,2024-01-10,P1053,S130,C3,5,236.35,23.64,212.71,180.45
ORD108847,2024-10-08,P1160,S105,C2,1,190.37,19.04,171.33,107.2
ORD108848,2023-12-13,P1085,S122,C1,6,72.84,0.0,72.84,45.96
ORD108849,2023-02-25,P1023,S102,C2,5,6953.45,1043.02,5910.43,4240.95
ORD108850,2023-05-26,P1008,S115,C2,2,1350.0,67.5,1282.5,932.6
ORD108851,2023-07-19,P1063,S103,C1,2,356.72,0.0,356.72,198.88
ORD108852,2023-10-03,P1011,S103,C2,3,2061.12,206.11,1855.01,1376.22
ORD108853,2024-11-17,P1069,S108,C2,4,917.2,0.0,917.2,595.08
ORD108854,2023-09-01,P1067,S129,C1,2,536.14,26.81,509.33,297.22
ORD108855,2024-03-23,P1141,S119,C3,3,577.56,0.0,577.56,331.44
ORD108856,2023-07-17,P1054,S119,C3,4,2371.8,355.77,2016.03,1271.8
ORD108857,2024-04-15,P1045,S109,C2,2,201.78,20.18,181.6,106.7
ORD108858,2024-02-19,P1099,S122,C1,5,103.9,5.2,98.7,55.45
ORD108859,2023-04-20,P1103,S120,C2,3,53.19,0.0,53.19,34.23
ORD108860,2023-12-04,P1007,S113,C2,6,5835.0,291.75,5543.25,4351.68
ORD108861,2023-03-19,P1014,S120,C2,5,2532.7,126.64,2406.06,1654.4
ORD108862,2024-10-12,P1027,S126,C2,3,337.32,0.0,337.32,251.49
ORD108863,2024-05-29,P1125,S130,C2,3,245.25,0.0,245.25,159.39
ORD108864,2024-11-19,P1034,S130,C1,3,226.47,33.97,192.5,126.39
ORD108865,2024-10-02,P1159,S114,C2,4,121.68,0.0,121.68,78.48
ORD108866,2023-06-10,P1071,S102,C2,3,1998.9,0.0,1998.9,1158.06
ORD108867,2024-05-31,P1150,S108,C3,5,761.0,76.1,684.9,519.8
ORD108868,2023-03-15,P1040,S106,C3,3,358.59,17.93,340.66,202.53
ORD108869,2024-12-03,P1068,S109,C2,9,4070.61,0.0,4070.61,3087.9
ORD108870,2024-07-28,P1023,S111,C1,1,1390.69,0.0,1390.69,848.19
ORD108871,2024-05-12,P1136,S120,C2,3,996.42,0.0,996.42,622.65
ORD108872,2024-12-28,P1096,S114,C1,4,21.28,1.06,20.22,12.64
ORD108873,2024-09-11,P1013,S119,C3,4,4444.4,222.22,4222.18,2874.32
ORD108874,2024-09-23,P1120,S130,C2,3,114.09,22.82,91.27,75.45
ORD108875,2023-03-15,P1142,S102,C2,1,245.67,0.0,245.67,145.38
ORD108876,2023-01-18,P1110,S101,C2,4,91.76,9.18,82.58,59.48
ORD108877,2024-12-03,P1130,S120,C1,2,145.88,7.29,138.59,112.62
ORD108878,2023-07-03,P1045,S115,C1,1,100.89,5.04,95.85,53.35
ORD108879,2023-11-08,P1070,S114,C3,4,1792.28,358.46,1433.82,1148.6
ORD108880,2023-02-01,P1137,S125,C3,3,682.92,34.15,648.77,393.0
ORD108881,2024-03-31,P1098,S105,C1,1,30.97,0.0,30.97,24.62
ORD108882,2024-08-22,P1098,S116,C2,5,154.85,0.0,154.85,123.1
ORD108883,2024-09-07,P1123,S129,C2,2,42.64,4.26,38.38,25.26
ORD108884,2024-03-01,P1099,S113,C2,4,83.12,0.0,83.12,44.36
ORD108885,2024-04-28,P1021,S116,C2,1,1471.86,220.78,1251.08,847.56
ORD108886,2024-01-11,P1035,S103,C3,3,386.1,38.61,347.49,231.51
ORD108887,2023-11-23,P1125,S111,C3,8,654.0,98.1,555.9,425.04
ORD108888,2024-02-10,P1039,S102,C2,4,433.56,21.68,411.88,239.6
ORD108889,2024-11-15,P1107,S116,C1,6,77.76,7.78,69.98,53.7
ORD108890,2023-07-04,P1076,S117,C2,1,394.94,0.0,394.94,215.56
ORD108891,2023-12-10,P1100,S130,C2,4,76.64,0.0,76.64,51.24
ORD108892,2024-03-15,P1039,S119,C1,1,108.39,16.26,92.13,59.9
ORD108893,2024-02-21,P1050,S101,C1,1,15.75,2.36,13.39,12.24
ORD108894,2023-01-23,P1111,S125,C3,6,289.14,0.0,289.14,205.2
ORD108895,2023-07-30,P1028,S111,C1,2,223.26,0.0,223.26,169.02
ORD108896,2024-04-17,P1050,S121,C3,6,94.5,4.73,89.77,73.44
ORD108897,2024-05-22,P1160,S108,C1,1,190.37,0.0,190.37,107.2
ORD108898,2024-06-20,P1025,S123,C2,5,159.45,0.0,159.45,89.95
ORD108899,2024-12-25,P1093,S129,C1,2,7.3,0.0,7.3,5.38
ORD108900,2024-05-06,P1025,S103,C2,1,31.89,1.59,30.3,17.99
ORD108901,2024-02-28,P1114,S115,C1,2,97.58,0.0,97.58,61.16
ORD108902,2023-08-31,P1021,S115,C1,6,8831.16,883.12,7948.04,5085.36
ORD108903,2023-09-28,P1092,S108,C1,5,169.8,0.0,169.8,103.5
ORD108904,2024-08-26,P1071,S111,C2,2,1332.6,199.89,1132.71,772.04
ORD108905,2023-12-09,P1111,S120,C2,2,96.38,9.64,86.74,68.4
ORD108906,2024-06-07,P1001,S109,C1,2,1549.2,0.0,1549.2,879.76
ORD108907,2023-04-01,P1083,S101,C2,1,20.4,1.02,19.38,12.08
ORD108908,2023-04-04,P1087,S123,C3,5,14.85,1.48,13.37,10.15
ORD108909,2023-06-07,P1039,S118,C3,3,325.17,48.78,276.39,179.7
ORD108910,2023-05-23,P1048,S108,C1,1,52.32,5.23,47.09,31.28
ORD108911,2024-03-19,P1114,S130,C3,6,292.74,43.91,248.83,183.48
ORD108912,2024-04-10,P1089,S127,C2,4,98.44,0.0,98.44,73.48
ORD108913,2024-02-12,P1093,S130,C1,1,3.65,0.73,2.92,2.69
ORD108914,2023-07-31,P1150,S114,C1,2,304.4,45.66,258.74,207.92
ORD108915,2024-02-26,P1065,S108,C2,3,1716.24,0.0,1716.24,1094.1
ORD108916,2023-03-29,P1140,S105,C2,1,234.69,0.0,234.69,145.94
ORD108917,2023-12-12,P1156,S130,C1,5,1389.5,0.0,1389.5,763.15
ORD108918,2023-04-24,P1093,S127,C3,5,18.25,0.91,17.34,13.45
ORD108919,2023-02-26,P1034,S122,C2,4,301.96,60.39,241.57,168.52
ORD108920,2023-05-02,P1067,S114,C2,2,536.14,0.0,536.14,297.22
ORD108921,2023-03-23,P1008,S111,C1,3,2025.0,202.5,1822.5,1398.9
ORD108922,2023-12-16,P1112,S121,C2,10,523.1,0.0,523.1,341.4
ORD108923,2024-02-03,P1044,S101,C3,6,336.6,16.83,319.77,181.08
ORD108924,2024-03-19,P1148,S114,C3,5,1208.4,181.26,1027.14,642.4
ORD108925,2023-11-18,P1105,S120,C3,6,61.98,6.2,55.78,39.9
ORD108926,2023-05-09,P1079,S123,C3,3,74.04,0.0,74.04,47.07
ORD108927,2023-01-16,P1030,S113,C3,6,845.52,84.55,760.97,474.78
ORD108928,2024-06-04,P1016,S122,C1,1,411.86,82.37,329.49,219.89
ORD108929,2024-12-19,P1108,S104,C1,3,57.24,8.59,48.65,42.27
ORD108930,2023-07-25,P1123,S108,C2,2,42.64,4.26,38.38,25.26
ORD108931,2023-05-30,P1043,S105,C2,1,22.28,2.23,20.05,15.19
ORD108932,2023-08-16,P1002,S111,C2,1,628.01,62.8,565.21,449.32
ORD108933,2023-06-06,P1052,S111,C2,3,399.42,0.0,399.42,233.37
ORD108934,2023-06-13,P1123,S111,C2,1,21.32,0.0,21.32,12.63
ORD108935,2023-12-28,P1093,S113,C3,8,29.2,0.0,29.2,21.52
ORD108936,2024-07-27,P1014,S113,C2,2,1013.08,0.0,1013.08,661.76
ORD108937,2024-06-04,P1019,S114,C2,1,1164.89,116.49,1048.4,631.24
ORD108938,2024-12-02,P1018,S123,C1,4,3265.0,0.0,3265.0,2027.8
ORD108939,2023-09-19,P1122,S105,C3,4,161.24,0.0,161.24,91.84
ORD108940,2023-12-27,P1126,S111,C1,3,129.27,6.46,122.81,70.14
ORD108941,2023-10-06,P1066,S101,C1,4,759.16,0.0,759.16,450.36
ORD108942,2023-01-31,P1111,S101,C2,2,96.38,0.0,96.38,68.4
ORD108943,2023-10-11,P1004,S118,C1,2,1352.78,135.28,1217.5,925.42
ORD108944,2023-07-10,P1090,S126,C3,2,53.14,0.0,53.14,32.52
ORD108945,2023-12-16,P1044,S109,C2,8,448.8,22.44,426.36,241.44
ORD108946,2023-04-26,P1132,S112,C3,5,393.35,39.34,354.01,299.85
ORD108947,2024-06-26,P1079,S107,C2,2,49.36,0.0,49.36,31.38
ORD108948,2024-09-08,P1137,S105,C2,1,227.64,11.38,216.26,131.0
ORD108949,2024-12-03,P1091,S127,C1,9,73.17,0.0,73.17,51.66
ORD108950,2023-03-04,P1074,S116,C1,6,2855.94,0.0,2855.94,2228.34
ORD108951,2023-03-27,P1152,S121,C1,5,641.5,0.0,641.5,358.9
ORD108952,2024-12-07,P1160,S127,C2,2,380.74,0.0,380.74,214.4
ORD108953,2024-09-12,P1073,S117,C2,2,625.48,0.0,625.48,412.18
ORD108954,2024-03-06,P1058,S106,C2,2,820.08,0.0,820.08,535.84
ORD108955,2023-08-24,P1104,S121,C1,1,24.99,2.5,22.49,17.74
ORD108956,2024-01-14,P1028,S122,C1,1,111.63,11.16,100.47,84.51
ORD108957,2024-01-27,P1062,S113,C3,6,4082.76,204.14,3878.62,2389.68
ORD108958,2024-09-11,P1136,S118,C2,2,664.28,66.43,597.85,415.1
ORD108959,2024-01-22,P1144,S114,C1,3,242.04,48.41,193.63,184.14
ORD108960,2023-01-21,P1067,S111,C2,2,536.14,26.81,509.33,297.22
ORD108961,2024-05-26,P1063,S120,C1,3,535.08,26.75,508.33,298.32
ORD108962,2024-07-22,P1140,S108,C1,1,234.69,0.0,234.69,145.94
ORD108963,2023-08-06,P1033,S110,C2,2,138.62,0.0,138.62,98.74
ORD108964,2023-03-27,P1010,S112,C1,6,4073.28,407.33,3665.95,3220.62
ORD108965,2023-04-14,P1012,S118,C2,4,4069.92,0.0,4069.92,2387.32
ORD108966,2024-09-06,P1018,S125,C2,7,5713.75,571.38,5142.37,3548.65
ORD108967,2023-11-24,P1141,S118,C2,3,577.56,115.51,462.05,331.44
ORD108968,2024-01-22,P1007,S122,C3,3,2917.5,0.0,2917.5,2175.84
ORD108969,2024-12-03,P1054,S109,C3,4,2371.8,118.59,2253.21,1271.8
ORD108970,2023-02-14,P1097,S117,C3,6,70.86,3.54,67.32,46.98
ORD108971,2023-05-31,P1098,S104,C2,3,92.91,0.0,92.91,73.86
ORD108972,2024-09-01,P1134,S113,C2,1,301.39,60.28,241.11,224.33
ORD108973,2024-01-30,P1157,S120,C2,5,834.65,0.0,834.65,560.0
ORD108974,2023-01-20,P1065,S106,C1,4,2288.32,228.83,2059.49,1458.8
ORD108975,2024-05-28,P1038,S128,C2,2,278.38,27.84,250.54,166.28
ORD108976,2023-04-12,P1015,S113,C1,5,4118.35,205.92,3912.43,3064.35
ORD108977,2024-07-25,P1143,S120,C1,2,382.98,0.0,382.98,245.58
ORD108978,2024-08-06,P1060,S114,C2,6,417.12,20.86,396.26,284.28
ORD108979,2024-08-25,P1144,S122,C2,3,242.04,0.0,242.04,184.14
ORD108980,2023-12-06,P1056,S117,C3,4,824.32,123.65,700.67,543.16
ORD108981,2023-07-15,P1121,S105,C2,4,146.4,0.0,146.4,95.32
ORD108982,2024-10-06,P1103,S129,C1,1,17.73,2.66,15.07,11.41
ORD108983,2024-02-13,P1115,S119,C1,1,71.36,10.7,60.66,55.64
ORD108984,2024-04-09,P1105,S114,C3,5,51.65,2.58,49.07,33.25
ORD108985,2023-04-10,P1050,S120,C1,8,126.0,0.0,126.0,97.92
ORD108986,2024-03-31,P1017,S108,C2,2,2248.92,224.89,2024.03,1443.68
ORD108987,2024-02-29,P1002,S123,C2,3,1884.03,188.4,1695.63,1347.96
ORD108988,2023-08-02,P1068,S113,C3,5,2261.45,339.22,1922.23,1715.5
ORD108989,2024-07-14,P1143,S125,C2,2,382.98,19.15,363.83,245.58
ORD108990,2023-04-08,P1103,S108,C1,7,124.11,12.41,111.7,79.87
ORD108991,2024-06-09,P1108,S124,C2,3,57.24,8.59,48.65,42.27
ORD108992,2024-12-03,P1042,S128,C1,6,454.62,45.46,409.16,277.26
ORD108993,2024-02-19,P1078,S130,C2,4,124.68,18.7,105.98,82.28
ORD108994,2023-03-18,P1066,S123,C2,1,189.79,18.98,170.81,112.59
ORD108995,2024-02-09,P1022,S121,C2,2,2131.36,213.14,1918.22,1625.26
ORD108996,2024-01-22,P1099,S114,C2,2,41.56,2.08,39.48,22.18
ORD108997,2024-02-08,P1059,S104,C2,4,2526.24,378.94,2147.3,1427.32
ORD108998,2023-07-19,P1065,S116,C2,6,3432.48,171.62,3260.86,2188.2
ORD108999,2024-04-02,P1096,S116,C1,6,31.92,3.19,28.73,18.96
ORD109000,2023-07-13,P1005,S103,C3,6,2529.6,0.0,2529.6,1412.22
ORD109001,2024-02-12,P1150,S120,C1,3,456.6,22.83,433.77,311.88
